,OR,pval,p_adj,genes,source
negative regulation of DNA recombination,7.046324269889225,0.004927697023444089,0.31459085688524946,"BLM, MSH2, MSH3, MSH6",Pure_NetAn_GO
forked DNA-dependent helicase activity,3.705580808080808,0.004954909223218163,0.31459085688524946,"BLM, CHD3, ERCC3, RAD54L, RECQL, RECQL4, WRN",Pure_NetAn_GO
protein phosphatase binding,2.7898202954193994,0.0054664988801646,0.3411959298063879,"CDC27, CDKN1B, DLG4, EGFR, JUP, KAT2A, MTMR3, MTMR4, SKAP1, STAT3",Pure_NetAn_GO
double-stranded DNA helicase activity,3.615028332101503,0.005578884622419816,0.3411959298063879,"BLM, CHD3, ERCC3, RAD54L, RECQL, RECQL4, WRN",Pure_NetAn_GO
site of double-strand break,2.621578503543998,0.005596666284507953,0.3411959298063879,"ATM, CNTD1, KDM4D, MBTD1, MRE11, NBN, RAD50, RAD51, SHLD2, TP53, WRAP53",Pure_NetAn_GO
positive regulation of calcium ion transport,5.036002304147465,0.005622741733720553,0.3411959298063879,"CCL3, CCL4, CCL5, HCRT, TRPC6",Pure_NetAn_GO
response to gamma radiation,5.036002304147465,0.005622741733720553,0.3411959298063879,"BRCA2, FANCD2, MEN1, TP53, XRCC2",Pure_NetAn_GO
embryonic skeletal system development,4.095960417955145,0.005949659197941572,0.3559500875883237,"COL1A1, DLX3, DLX4, MBTD1, MKS1, NOG",Pure_NetAn_GO
ESCRT II complex,42.21507537688442,0.0059697039627617365,0.3559500875883237,"SNF8, VPS25",Pure_NetAn_GO
phosphatidylinositol-3-phosphate phosphatase activity,6.50398946471454,0.006215637977802784,0.3626514967073845,"MTMR2, MTMR3, MTMR4, PTEN",Pure_NetAn_GO
"positive regulation of DNA damage response, signal transduction by p53 class mediator",6.50398946471454,0.006215637977802784,0.3626514967073845,"ATM, ATR, CDKN2A, RPL26",Pure_NetAn_GO
bone marrow development,10.561871227364184,0.006346533411825308,0.3626514967073845,"CTC1, HOXB4, TP53",Pure_NetAn_GO
R-loop processing,10.561871227364184,0.006346533411825308,0.3626514967073845,"MRE11, NBN, RAD50",Pure_NetAn_GO
interleukin-2-mediated signaling pathway,10.561871227364184,0.006346533411825308,0.3626514967073845,"IL2, STAT3, STAT5A",Pure_NetAn_GO
regulation of cyclin-dependent protein serine/threonine kinase activity,4.806864002932551,0.006647649774143782,0.3767184669529249,"BLM, CDC6, CDK5RAP3, CDKN1B, CDKN2B",Pure_NetAn_GO
insulin receptor signaling pathway,2.40172397279954,0.007296681857379848,0.4101094057053575,"AKT1, APC, BCAR1, EGFR, ERBB2, GRB7, PDK2, PIK3CA, RET, SHC1, SOCS7, STXBP4",Pure_NetAn_GO
structural constituent of cytoskeleton,2.4553005231130567,0.008611261160744624,0.4769170907279795,"CTNNA2, GFAP, KRT14, KRT15, KRT16, KRT19, KRT20, KRT31, KRT9, NEFH, TUBG1",Pure_NetAn_GO
limb development,3.7340179260402446,0.008758971132741307,0.4769170907279795,"KAT2A, KREMEN1, NAGLU, NOG, RARA, ZNRF3",Pure_NetAn_GO
coenzyme A biosynthetic process,9.052601322219028,0.008763534115754035,0.4769170907279795,"ACAT1, COASY, DCAKD",Pure_NetAn_GO
mitral valve morphogenesis,9.052601322219028,0.008763534115754035,0.4769170907279795,"AXIN2, BMPR1A, NAGLU",Pure_NetAn_GO
male meiotic nuclear division,4.405871975806452,0.009076279564431345,0.4900476297110688,"ATM, FANCA, HSF5, MLH3, TEX14",Pure_NetAn_GO
3'-5' exonuclease activity,5.636253776435045,0.009419914161238297,0.5007159023535737,"MRE11, NME1, RAD50, WRN",Pure_NetAn_GO
gamete generation,5.636253776435045,0.009419914161238297,0.5007159023535737,"CTDNEP1, FANCD2, FANCL, WNT3",Pure_NetAn_GO
positive regulation of smooth muscle cell proliferation,3.2213219148001757,0.009614268689386305,0.50711569540863,"AKT1, CCL5, EGFR, ITGB3, PDGFD, PHB1, PIK3CA",Pure_NetAn_GO
positive regulation of protein catabolic process,2.6855790614130126,0.010110137238690305,0.5251909927704501,"APC, BARD1, CDKN1B, NSF, PLK2, RDX, RHBDD3, SNF8, TNFSF12",Pure_NetAn_GO
response to toxic substance,2.6855790614130126,0.010110137238690305,0.5251909927704501,"BRIP1, CCL3, CCL4, CCL5, CDH1, CNP, CPS1, RAD51, SLC19A1",Pure_NetAn_GO
steroid biosynthetic process,4.229435483870968,0.01049381292224051,0.5410231218631818,"CYP17A1, CYP19A1, DHRS11, FDX1, HSD17B1",Pure_NetAn_GO
single-stranded DNA binding,2.272407541696882,0.010663924740649939,0.5412994547633582,"BLM, BRCA2, CTC1, ERCC4, HROB, MAPT, MLH1, MSH2, MSH3, PMS2, RAD51, RAD51D",Pure_NetAn_GO
PML body,2.3556457065584855,0.011232407928792812,0.5412994547633582,"ATR, BLM, CALCOCO2, CHD3, CHEK2, MRE11, NBN, PTEN, RAD51, RDM1, TP53",Pure_NetAn_GO
isotype switching,5.283736153071501,0.011359930266367106,0.5412994547633582,"MLH1, MSH2, MSH6, NBN",Pure_NetAn_GO
glucose-6-phosphatase activity,21.10653266331658,0.011580771097173316,0.5412994547633582,"G6PC1, G6PC3",Pure_NetAn_GO
respiratory chain complex II (succinate dehydrogenase),21.10653266331658,0.011580771097173316,0.5412994547633582,"SDHA, SDHD",Pure_NetAn_GO
ERCC4-ERCC1 complex,21.10653266331658,0.011580771097173316,0.5412994547633582,"ERCC4, SLX4",Pure_NetAn_GO
Holliday junction resolvase complex,21.10653266331658,0.011580771097173316,0.5412994547633582,"EME1, SLX4",Pure_NetAn_GO
succinate dehydrogenase (quinone) activity,21.10653266331658,0.011580771097173316,0.5412994547633582,"SDHA, SDHD",Pure_NetAn_GO
GTPase activating protein binding,7.920648893360161,0.01164821731150709,0.5412994547633582,"CDH1, FMNL1, NKIRAS2",Pure_NetAn_GO
gamma-tubulin ring complex,7.920648893360161,0.01164821731150709,0.5412994547633582,"BRCA1, TUBG1, TUBG2",Pure_NetAn_GO
dorsal/ventral axis specification,7.920648893360161,0.01164821731150709,0.5412994547633582,"AXIN2, BMPR1A, WNT3",Pure_NetAn_GO
growth hormone receptor signaling pathway via JAK-STAT,7.920648893360161,0.01164821731150709,0.5412994547633582,"STAT3, STAT5A, STAT5B",Pure_NetAn_GO
estrogen biosynthetic process,7.920648893360161,0.01164821731150709,0.5412994547633582,"CYP19A1, DHRS11, HSD17B1",Pure_NetAn_GO
mesodermal cell differentiation,7.920648893360161,0.01164821731150709,0.5412994547633582,"ITGA3, ITGB3, KDM6B",Pure_NetAn_GO
ubiquitin protein ligase binding,1.7413827120799141,0.011683289967183463,0.5412994547633582,"APC, AXIN2, BECN1, BRCA1, CASC3, CDKN1B, CHEK2, CUL5, EGFR, FANCL, FHIT, GABARAP, JUN, NGFR, PER1, POLR2A, RIPK1, RPL23, SLC22A18, SPOP, TP53, WRAP53, XBP1",Pure_NetAn_GO
metalloendopeptidase activity,2.331977687626775,0.011974013420052719,0.5510457048409496,"ADAM11, MMP1, MMP10, MMP12, MMP13, MMP20, MMP27, MMP28, MMP3, MMP7, MMP8",Pure_NetAn_GO
catenin complex,4.066571029776675,0.012055576241808507,0.5511005752672062,"APC, CDH1, CTNNA1, CTNNA2, JUP",Pure_NetAn_GO
condensed nuclear chromosome,3.4307688111926256,0.012409086524045173,0.5635040152011771,"P3H4, PSMC3IP, RAD50, RAD51, TTN, TUBG1",Pure_NetAn_GO
chromatin DNA binding,2.5763349381770433,0.012718800675456464,0.5737685278395064,"BAP1, KDM4D, KDM6B, MED1, PER1, RARA, STAT3, THRA, XBP1",Pure_NetAn_GO
positive regulation of keratinocyte differentiation,4.972691191280138,0.013539190449332274,0.6067858098762837,"ALOX15B, ETV4, MED1, NME2",Pure_NetAn_GO
DNA helicase activity,3.3403260927293004,0.013832412539308453,0.6159016414418056,"BLM, BRIP1, MRE11, RAD50, RECQL, WRN",Pure_NetAn_GO
mitotic spindle organization,2.963050505050505,0.014122110972566404,0.6239688356739356,"AURKB, CEP126, GPSM2, PLK1, PLK2, TUBG1, TUBG2",Pure_NetAn_GO
regulation of cell growth,2.5082969316002557,0.014716157949707822,0.6239688356739356,"BAP1, BCAR1, CDC73, DCUN1D5, IGFBP4, KAT7, PTCH2, STK11, XBP1",Pure_NetAn_GO
cellular response to xenobiotic stimulus,2.6886224661755502,0.014757609165397843,0.6239688356739356,"BRAF, CHEK2, EFTUD2, EGFR, ITGB3, PPP1R9B, TP53, WNK4",Pure_NetAn_GO
urea cycle,7.040241448692153,0.015014562911798071,0.6239688356739356,"CPS1, NAGS, SLC25A15",Pure_NetAn_GO
"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity",7.040241448692153,0.015014562911798071,0.6239688356739356,"MTMR2, MTMR3, MTMR4",Pure_NetAn_GO
negative regulation of neuroblast proliferation,7.040241448692153,0.015014562911798071,0.6239688356739356,"CTNNA1, NF1, TP53",Pure_NetAn_GO
negative regulation of B cell apoptotic process,7.040241448692153,0.015014562911798071,0.6239688356739356,"AURKB, IL2, ORMDL3",Pure_NetAn_GO
gamma-catenin binding,7.040241448692153,0.015014562911798071,0.6239688356739356,"APC, CDH1, CTNNA1",Pure_NetAn_GO
single-stranded DNA endodeoxyribonuclease activity,7.040241448692153,0.015014562911798071,0.6239688356739356,"ERCC4, MRE11, RAD50",Pure_NetAn_GO
anoikis,7.040241448692153,0.015014562911798071,0.6239688356739356,"AKT1, PIK3CA, STK11",Pure_NetAn_GO
lipoxygenase pathway,7.040241448692153,0.015014562911798071,0.6239688356739356,"ALOX12B, ALOX15B, ALOXE3",Pure_NetAn_GO
"4 iron, 4 sulfur cluster binding",3.2545214623923,0.015365737132597312,0.634716021194095,"BRIP1, MUTYH, NTHL1, POLD1, POLE, RSAD1",Pure_NetAn_GO
phosphatidylinositol 3-kinase/protein kinase B signal transduction,2.6464863498483315,0.015964048305351655,0.6516922659151899,"AKT1, EGFR, ERBB2, NF1, PIK3CA, PTEN, STAT3, XBP1",Pure_NetAn_GO
hematopoietic stem cell differentiation,4.696206780798926,0.015966793156446245,0.6516922659151899,"HOXB4, MED1, MEOX1, TP53",Pure_NetAn_GO
response to UV,3.1730070635721495,0.017012865070216168,0.6902793833519069,"ERCC3, ERCC4, MEN1, MSH6, POLD1, TYR",Pure_NetAn_GO
regulation of cell population proliferation,2.042186088527552,0.01720158991621222,0.6938311885615718,"BIRC2, BRAF, DVL2, FANCL, JUN, JUP, MITF, MMP7, PLCD3, PPP1R9B, STAT3, STAT5A, STAT5B",Pure_NetAn_GO
regulation of exocytosis,4.4488259924736315,0.01865070036938482,0.7253608903103773,"HAP1, NSF, SEPTIN4, VAMP2",Pure_NetAn_GO
mitotic sister chromatid separation,14.07035175879397,0.018723768059637855,0.7253608903103773,"DIS3L2, TEX14",Pure_NetAn_GO
"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",14.07035175879397,0.018723768059637855,0.7253608903103773,"ALOX12B, ALOXE3",Pure_NetAn_GO
single-stranded telomeric DNA binding,14.07035175879397,0.018723768059637855,0.7253608903103773,"POT1, RAD50",Pure_NetAn_GO
nuclear membrane disassembly,14.07035175879397,0.018723768059637855,0.7253608903103773,"ATR, PLK1",Pure_NetAn_GO
internal peptidyl-lysine acetylation,14.07035175879397,0.018723768059637855,0.7253608903103773,"KAT2A, KAT7",Pure_NetAn_GO
ATP-dependent DNA/DNA annealing activity,14.07035175879397,0.018723768059637855,0.7253608903103773,"RAD54L, TP53",Pure_NetAn_GO
regulation of apoptotic process,1.804341836734694,0.020345451385520786,0.783757079497281,"AKT1, ATM, BCAR1, BIRC2, BIRC3, CARD16, CARD18, CASP1, IKZF3, MBTD1, NF2, NME1, NME2, PHB1, PLSCR3, SEPTIN4, TP53",Pure_NetAn_GO
spindle,2.051318159489111,0.02086604780417594,0.7977202785405888,"AKT1, ANKFN1, ATM, AURKB, CBX1, CDC27, DCUN1D5, KIF2B, PLK1, SNCG, TUBG1, TUBG2",Pure_NetAn_GO
heart development,1.835347273879384,0.02094059357405658,0.7977202785405888,"AP1B1, ATM, CDKN1B, DVL2, ERBB2, HEXIM1, ITGA3, KAT2A, KDM6B, LDB3, NF1, ODAD4, PTEN, RAMP2, RB1CC1, SHC1",Pure_NetAn_GO
endopeptidase activity,2.490334859929816,0.021506394778953726,0.8048677576328798,"CASP1, CPS1, MMP1, MMP12, MMP13, MMP3, MMP7, MMP8",Pure_NetAn_GO
positive regulation of telomere maintenance via telomerase,4.226183282980866,0.02159773478262358,0.8048677576328798,"ATM, ATR, POT1, WRAP53",Pure_NetAn_GO
negative regulation of necroptotic process,4.226183282980866,0.02159773478262358,0.8048677576328798,"BIRC2, BIRC3, MUTYH, RIPK1",Pure_NetAn_GO
regulation of multicellular organism growth,4.226183282980866,0.02159773478262358,0.8048677576328798,"PIK3CA, STAT3, STAT5A, STAT5B",Pure_NetAn_GO
epithelial cell proliferation,2.9512120714336,0.02267268920990342,0.8259925057315474,"BMPR1A, CCL5, EGFR, HNF1B, NOG, YAP1",Pure_NetAn_GO
actin crosslink formation,5.759648801902323,0.023223758505775863,0.8259925057315474,"GAS2L1, GAS2L2, LCP1",Pure_NetAn_GO
glutamine metabolic process,5.759648801902323,0.023223758505775863,0.8259925057315474,"CPS1, GLUD1, PFAS",Pure_NetAn_GO
negative regulation of phosphorylation,5.759648801902323,0.023223758505775863,0.8259925057315474,"CDKN1B, CDKN2A, CDKN2B",Pure_NetAn_GO
negative regulation of cell-cell adhesion,5.759648801902323,0.023223758505775863,0.8259925057315474,"B4GALNT2, CDH1, NF2",Pure_NetAn_GO
response to radiation,5.759648801902323,0.023223758505775863,0.8259925057315474,"FANCG, KRT14, PPM1D",Pure_NetAn_GO
lipoprotein lipase activity,5.759648801902323,0.023223758505775863,0.8259925057315474,"LIPK, LIPM, LIPN",Pure_NetAn_GO
regulation of calcium-mediated signaling,5.759648801902323,0.023223758505775863,0.8259925057315474,"MAPT, PDK2, TMEM100",Pure_NetAn_GO
enzyme binding,1.5868189914624409,0.023320706832602282,0.8259925057315474,"ACAT1, AIP, AKT1, AXIN2, BRCA1, CASC3, CBX1, CSF3, EGFR, ITGB3, JUN, KPNB1, MAPT, MLH1, MSH3, MSH6, N4BP2L2, PGR, PHB1, POLD1, PTEN, RAD51, RARA, TP53, TTN",Pure_NetAn_GO
canonical Wnt signaling pathway,2.1836451184992534,0.023369191499477936,0.8259925057315474,"AXIN2, CTDNEP1, DIXDC1, DVL2, FZD2, JUP, SOST, WNT3, WNT9B, YAP1",Pure_NetAn_GO
chromosome,1.7686224489795919,0.023801859824795046,0.834123426892007,"ATM, ATR, BAP1, BLM, BRCA1, CNTD1, EPOP, ETV4, KAT7, MLH1, POLR2A, RECQL, RECQL4, SHLD2, WRN, ZBTB4, ZNF276",Pure_NetAn_GO
cell body,2.418951321681352,0.02473478516108421,0.834123426892007,"ACTA2, BRAF, GFAP, MAPT, NF2, TMEM132E, WNK4, ZPBP2",Pure_NetAn_GO
response to cAMP,3.3031439012096775,0.024775474914029032,0.834123426892007,"BIRC2, BRAF, COL1A1, PER1, TYR",Pure_NetAn_GO
cell periphery,2.884001467755252,0.024809763145497293,0.834123426892007,"ATP1B2, FUT4, ITGA3, KRT19, NME2, RDX",Pure_NetAn_GO
coronary vasculature development,4.024744641058841,0.024813587041866862,0.834123426892007,"AP2B1, DCTN5, DYNC2H1, SUFU",Pure_NetAn_GO
synaptonemal complex,4.024744641058841,0.024813587041866862,0.834123426892007,"MLH1, MLH3, P3H4, PLK1",Pure_NetAn_GO
nucleotide binding,2.598298777246146,0.025332873153566,0.834123426892007,"CDC6, DHRS11, FHIT, GPSM2, NT5C3B, POLD1, POLE",Pure_NetAn_GO
RNA helicase activity,2.3847676554778623,0.02646972709068685,0.834123426892007,"BRIP1, DDX10, DDX41, DDX52, DHX58, DHX8, EIF4A1, FANCM",Pure_NetAn_GO
DNA replication,2.2417480352464874,0.026635015801774208,0.834123426892007,"ATR, BLM, KAT7, POLD1, POLE, RECQL, RECQL4, SLX4, WRN",Pure_NetAn_GO
stem cell proliferation,2.8197780020181633,0.027077084462435362,0.834123426892007,"AXIN2, NF1, RNF43, TP53, WNT3, ZNRF3",Pure_NetAn_GO
negative regulation of immature T cell proliferation in thymus,10.552261306532664,0.027248599624297737,0.834123426892007,"CDKN2A, ERBB2",Pure_NetAn_GO
"mitochondrial electron transport, succinate to ubiquinone",10.552261306532664,0.027248599624297737,0.834123426892007,"SDHA, SDHD",Pure_NetAn_GO
positive regulation of mucus secretion,10.552261306532664,0.027248599624297737,0.834123426892007,"ALOX12B, EGFR",Pure_NetAn_GO
eosinophil degranulation,10.552261306532664,0.027248599624297737,0.834123426892007,"CCL3, VAMP2",Pure_NetAn_GO
taurine metabolic process,10.552261306532664,0.027248599624297737,0.834123426892007,"STAT5A, STAT5B",Pure_NetAn_GO
testosterone biosynthetic process,10.552261306532664,0.027248599624297737,0.834123426892007,"CYP19A1, HSD17B1",Pure_NetAn_GO
positive regulation of cell-cell adhesion mediated by integrin,10.552261306532664,0.027248599624297737,0.834123426892007,"CCL5, SKAP1",Pure_NetAn_GO
primary methylamine oxidase activity,10.552261306532664,0.027248599624297737,0.834123426892007,"AOC2, AOC3",Pure_NetAn_GO
negative regulation of epithelial cell proliferation involved in prostate gland development,10.552261306532664,0.027248599624297737,0.834123426892007,"CDKN1B, STK11",Pure_NetAn_GO
myelin sheath adaxonal region,10.552261306532664,0.027248599624297737,0.834123426892007,"CNP, PTEN",Pure_NetAn_GO
inner ear receptor cell development,10.552261306532664,0.027248599624297737,0.834123426892007,"FZD2, NAGLU",Pure_NetAn_GO
intermediate filament bundle assembly,10.552261306532664,0.027248599624297737,0.834123426892007,"KRT14, NEFH",Pure_NetAn_GO
regulation of telomere maintenance via telomerase,10.552261306532664,0.027248599624297737,0.834123426892007,"ATM, POT1",Pure_NetAn_GO
positive regulation of glomerular mesangial cell proliferation,10.552261306532664,0.027248599624297737,0.834123426892007,"ITGB3, PDGFD",Pure_NetAn_GO
positive regulation of G0 to G1 transition,10.552261306532664,0.027248599624297737,0.834123426892007,"MED1, SOX15",Pure_NetAn_GO
skeletal muscle thin filament assembly,10.552261306532664,0.027248599624297737,0.834123426892007,"TCAP, TTN",Pure_NetAn_GO
glandular epithelial cell maturation,10.552261306532664,0.027248599624297737,0.834123426892007,"PGR, XBP1",Pure_NetAn_GO
meiotic spindle organization,10.552261306532664,0.027248599624297737,0.834123426892007,"TUBG1, TUBG2",Pure_NetAn_GO
nucleotide-excision repair complex,10.552261306532664,0.027248599624297737,0.834123426892007,"ERCC4, POLD1",Pure_NetAn_GO
"nucleotide-excision repair, DNA gap filling",10.552261306532664,0.027248599624297737,0.834123426892007,"POLD1, POLE",Pure_NetAn_GO
regulation of microtubule polymerization or depolymerization,5.2794265593561365,0.028071762744525584,0.8365194680105051,"GAS2L1, GAS2L2, MAPT",Pure_NetAn_GO
necroptotic process,5.2794265593561365,0.028071762744525584,0.8365194680105051,"BIRC2, RIPK1, TP53",Pure_NetAn_GO
locomotor rhythm,5.2794265593561365,0.028071762744525584,0.8365194680105051,"ANKFN1, NAGLU, PTEN",Pure_NetAn_GO
rRNA catabolic process,5.2794265593561365,0.028071762744525584,0.8365194680105051,"SLFN12, SLFN13, SLFN14",Pure_NetAn_GO
mitotic cell cycle,2.026351530117294,0.02810743638817134,0.8365194680105051,"AURKB, BAP1, DIS3L2, KIF18B, NLE1, PLK1, POLE, STAT5B, TUBG1, TUBG2, XRCC2",Pure_NetAn_GO
epidermis development,2.3515335355578024,0.028287459296464246,0.8365194680105051,"HOXB13, KRT10, KRT14, KRT15, KRT31, KRT32, KRT34, KRT9",Pure_NetAn_GO
R-SMAD binding,3.841618602947908,0.028302831643347993,0.8365194680105051,"DROSHA, JUN, MEN1, MTMR4",Pure_NetAn_GO
DNA synthesis involved in DNA repair,3.841618602947908,0.028302831643347993,0.8365194680105051,"HROB, POLD1, POLE, WRN",Pure_NetAn_GO
response to xenobiotic stimulus,1.6978958120531153,0.028497424630739957,0.8386559686394158,"ATR, BECN1, CDH1, CDKN1B, COL18A1, COL1A1, CPS1, GIP, HDAC5, ITGA3, MMP7, PFAS, PMS2, RAD51, RAD54L, RET, RHBDD3, SLC19A1",Pure_NetAn_GO
dorsal/ventral pattern formation,3.1085448292220113,0.030405525649616648,0.8813055778301938,"BMPR1A, DYNC2H1, HOXB2, LHX1, NOG",Pure_NetAn_GO
cellular response to retinoic acid,2.4680303030303032,0.03160776125582445,0.8813055778301938,"ATM, COL1A1, RARA, RET, WNT3, WNT9B, YAP1",Pure_NetAn_GO
positive regulation of fibroblast proliferation,2.699529810850849,0.03201307013278789,0.8813055778301938,"CDC6, CTC1, EGFR, ITGB3, NGFR, PDGFD",Pure_NetAn_GO
response to food,3.6744165681509697,0.03206895022929657,0.8813055778301938,"AKT1, CPS1, GAST, MPO",Pure_NetAn_GO
positive regulation of cell-matrix adhesion,3.6744165681509697,0.03206895022929657,0.8813055778301938,"CCR7, ITGB3, JUP, SKAP1",Pure_NetAn_GO
intrinsic apoptotic signaling pathway by p53 class mediator,3.6744165681509697,0.03206895022929657,0.8813055778301938,"FHIT, PDK2, STK11, TP53",Pure_NetAn_GO
ATP hydrolysis activity,1.445155217458122,0.03225824577331631,0.8813055778301938,"ABCB6, ABCC3, ATAD1, BLM, BRIP1, CDC6, CHD3, DDX10, DDX41, DDX52, DHX58, DHX8, DNAH2, DYNC2H1, EIF4A1, ERCC3, FANCM, KIF18B, KIF2B, MLH1, MLH3, MSH2, MYO19, NSF, PMS2, RAD50, RAD51, RAD51D, RAD54L, RECQL, RECQL4, SLFN11, WRN",Pure_NetAn_GO
positive regulation of G protein-coupled receptor signaling pathway,4.873084661817056,0.0334127009878521,0.8813055778301938,"CCL5, GAS2L2, PHB1",Pure_NetAn_GO
striated muscle cell differentiation,4.873084661817056,0.0334127009878521,0.8813055778301938,"AKT1, KRAS, SPAG9",Pure_NetAn_GO
oocyte development,4.873084661817056,0.0334127009878521,0.8813055778301938,"ATM, MEIOC, YBX2",Pure_NetAn_GO
regulation of protein catabolic process,4.873084661817056,0.0334127009878521,0.8813055778301938,"CHEK2, PSMD3, SNF8",Pure_NetAn_GO
XY body,4.873084661817056,0.0334127009878521,0.8813055778301938,"BIRC2, BRCA1, HSF5",Pure_NetAn_GO
sphingolipid metabolic process,4.873084661817056,0.0334127009878521,0.8813055778301938,"ALOX12B, ALOXE3, ZPBP2",Pure_NetAn_GO
endothelial cell differentiation,4.873084661817056,0.0334127009878521,0.8813055778301938,"FZD2, HOXB5, KDM6B",Pure_NetAn_GO
histone H3 acetyltransferase activity,4.873084661817056,0.0334127009878521,0.8813055778301938,"BRCA2, KAT2A, KAT7",Pure_NetAn_GO
regulation of cytokinesis,3.019585253456221,0.03349789058059887,0.8813055778301938,"AURKB, BECN1, BRCA2, MYO19, PLK1",Pure_NetAn_GO
DNA damage checkpoint signaling,3.019585253456221,0.03349789058059887,0.8813055778301938,"ATM, ATR, BRIP1, CHEK2, NBN",Pure_NetAn_GO
frizzled binding,3.019585253456221,0.03349789058059887,0.8813055778301938,"DVL2, RNF43, WNT3, WNT9B, ZNRF3",Pure_NetAn_GO
negative regulation of osteoblast differentiation,2.4274548766352044,0.0339111538517402,0.8813055778301938,"AXIN2, MEN1, NBR1, NOG, PTEN, SUFU, TOB1",Pure_NetAn_GO
response to estradiol,2.257148634984833,0.03425338520586955,0.8813055778301938,"CDKN1B, COL1A1, CRYAB, CYP19A1, RARA, STAT3, STAT5B, STXBP1",Pure_NetAn_GO
damaged DNA binding,2.257148634984833,0.03425338520586955,0.8813055778301938,"BRCA1, ERCC3, ERCC4, FANCG, KDM4D, NBN, NTHL1, POLD1",Pure_NetAn_GO
transcription coactivator activity,1.6081231971713037,0.03472527127321369,0.8813055778301938,"AIP, ATXN7L3, BIRC2, BRCA1, GPS2, JUP, KAT2A, MAML2, MED1, MED24, NME2, NPAT, POU2AF1, POU2AF2, POU2AF3, PSMC3IP, SMARCE1, TADA2A, TRIM25, YAP1",Pure_NetAn_GO
cytoplasmic side of plasma membrane,2.0165002171081197,0.03607466626404814,0.8813055778301938,"AP2B1, BIRC2, CDH1, EPN3, JUP, KRAS, MIEN1, PTEN, SLC4A1, STAC2",Pure_NetAn_GO
negative regulation of JNK cascade,3.5211480362537766,0.036114361139270225,0.8813055778301938,"DUSP3, GPS2, MEN1, PER1",Pure_NetAn_GO
lateral plasma membrane,2.3881883349625284,0.03632341936344607,0.8813055778301938,"APC, ATP1B2, CDH1, CLDN7, DVL2, EPCAM, GPSM2",Pure_NetAn_GO
lipid catabolic process,2.3881883349625284,0.03632341936344607,0.8813055778301938,"LIPF, LIPJ, LIPK, LIPM, LIPN, NAGLU, PLCD3",Pure_NetAn_GO
fibroblast proliferation,2.935567876344086,0.03677863880326809,0.8813055778301938,"CKS1B, KAT2A, NF1, NGFR, TP53",Pure_NetAn_GO
sensory perception of pain,2.935567876344086,0.03677863880326809,0.8813055778301938,"ALOXE3, GIP, HOXB8, NIPSNAP1, NLGN2",Pure_NetAn_GO
dendritic spine,1.869244550612123,0.03697520870505962,0.8813055778301938,"ABI3, CRYAB, DLG4, GRIA4, HAP1, IGF2BP1, MAPT, MPP2, MTMR2, NGFR, NR1D1, PTEN",Pure_NetAn_GO
anatomical structure formation involved in morphogenesis,8.44140703517588,0.037015605427314545,0.8813055778301938,"HOXB1, LHX1",Pure_NetAn_GO
metaphase/anaphase transition of mitotic cell cycle,8.44140703517588,0.037015605427314545,0.8813055778301938,"CDC27, PLK1",Pure_NetAn_GO
centromeric DNA binding,8.44140703517588,0.037015605427314545,0.8813055778301938,"MLH3, MSH2",Pure_NetAn_GO
desmosome assembly,8.44140703517588,0.037015605427314545,0.8813055778301938,"CDH1, JUP",Pure_NetAn_GO
equilibrioception,8.44140703517588,0.037015605427314545,0.8813055778301938,"ANKFN1, MYO7A",Pure_NetAn_GO
thrombopoietin-mediated signaling pathway,8.44140703517588,0.037015605427314545,0.8813055778301938,"MPL, STAT5A",Pure_NetAn_GO
negative regulation of Schwann cell proliferation,8.44140703517588,0.037015605427314545,0.8813055778301938,"NF1, NF2",Pure_NetAn_GO
